what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341163718586
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341163766694
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341163769632
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341163770358
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1341163770772
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1341163774735
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1341163777193
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1341163777221
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1341163784036
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1341163789345
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341163794907
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341163825650
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341163826504
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341163830160
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341163830920
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341163849655
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1341163851273
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341163852967
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341163854350
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1341163859695
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1341163871576
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.1.v201108080010,"org.eclipse.jpt.jaxb.ui",1341163871629
started,bundle,org.eclipse.jpt.jpa.ui,3.0.1.v201108080010,"org.eclipse.jpt.jpa.ui",1341163871710
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1341163871795
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1341163871813
started,bundle,org.eclipse.pde.api.tools,1.0.301.v20110728_r371,"org.eclipse.pde.api.tools",1341163871964
started,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1341163871967
started,bundle,org.eclipse.jpt.jaxb.core,1.0.1.v201108080010,"org.eclipse.jpt.jaxb.core",1341163872378
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1341163872712
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1341163875369
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1341163887454
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1341163911485
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1341163911651
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1341163911678
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1341163916194
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1341163923583
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1341163925072
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1341163932544
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1341163936381
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1341163943162
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1341163945915
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341163952959
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341164010651
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341164012817
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341164050930
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341164051576
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341164052829
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341164056004
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341164056729
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341164056775
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341164065434
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341164067993
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341164093547
activated,view,com.android.ide.eclipse.ddms,20.0.0.v201206242043-391819,"com.android.ide.eclipse.ddms.views.LogCatView",1341164093928
opened,view,com.android.ide.eclipse.ddms,20.0.0.v201206242043-391819,"com.android.ide.eclipse.ddms.views.DeviceView",1341164098238
opened,view,com.android.ide.eclipse.ddms,20.0.0.v201206242043-391819,"com.android.ide.eclipse.ddms.views.ThreadView",1341164098282
activated,perspective,com.android.ide.eclipse.ddms,20.0.0.v201206242043-391819,"com.android.ide.eclipse.ddms.Perspective",1341164098323
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.perspectives.showPerspective",1341164098330
executed,command,,,"com.android.ide.eclipse.ddms.Perspective",1341164098330
opened,view,com.android.ide.eclipse.ddms,20.0.0.v201206242043-391819,"com.android.ide.eclipse.ddms.views.EmulatorControlView",1341164100763
activated,view,com.android.ide.eclipse.ddms,20.0.0.v201206242043-391819,"com.android.ide.eclipse.ddms.views.EmulatorControlView",1341164100776
activated,view,com.android.ide.eclipse.ddms,20.0.0.v201206242043-391819,"com.android.ide.eclipse.ddms.views.LogCatView",1341164119003
opened,view,com.android.ide.eclipse.ddms,20.0.0.v201206242043-391819,"com.android.ide.eclipse.ddms.views.NetworkStatsView",1341164122898
activated,view,com.android.ide.eclipse.ddms,20.0.0.v201206242043-391819,"com.android.ide.eclipse.ddms.views.NetworkStatsView",1341164122907
opened,view,com.android.ide.eclipse.ddms,20.0.0.v201206242043-391819,"com.android.ide.eclipse.ddms.views.FileExplorerView",1341164126102
activated,view,com.android.ide.eclipse.ddms,20.0.0.v201206242043-391819,"com.android.ide.eclipse.ddms.views.FileExplorerView",1341164126122
activated,view,com.android.ide.eclipse.ddms,20.0.0.v201206242043-391819,"com.android.ide.eclipse.ddms.views.ThreadView",1341164130164
activated,view,com.android.ide.eclipse.ddms,20.0.0.v201206242043-391819,"com.android.ide.eclipse.ddms.views.LogCatView",1341164131421
activated,perspective,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.JavaPerspective",1341164140521
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1341164140588
activated,view,com.android.ide.eclipse.ddms,20.0.0.v201206242043-391819,"com.android.ide.eclipse.ddms.views.LogCatView",1341164140620
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1341164164299
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1341164173958
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1341164176603
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1341164177809
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341164179135
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341164180352
activated,view,com.android.ide.eclipse.ddms,20.0.0.v201206242043-391819,"com.android.ide.eclipse.ddms.views.LogCatView",1341164183029
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341164184981
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341164196804
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1341164196820
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1341164197595
activated,view,com.android.ide.eclipse.ddms,20.0.0.v201206242043-391819,"com.android.ide.eclipse.ddms.views.LogCatView",1341164207810
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1341164216452
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1341164216509
activated,view,com.android.ide.eclipse.ddms,20.0.0.v201206242043-391819,"com.android.ide.eclipse.ddms.views.LogCatView",1341164216668
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1341164217392
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1341164217476
activated,view,com.android.ide.eclipse.ddms,20.0.0.v201206242043-391819,"com.android.ide.eclipse.ddms.views.LogCatView",1341164217591
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1341164588597
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1341164589431
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341164608657
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341164608926
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1341164619929
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1341164633668
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1341164653720
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341164657563
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341164705130
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341164729922
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341164774729
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341164774863
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341164795430
activated,perspective,com.android.ide.eclipse.ddms,20.0.0.v201206242043-391819,"com.android.ide.eclipse.ddms.Perspective",1341164796618
activated,perspective,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.JavaPerspective",1341164808614
