what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.cleanAction",1341147438088
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341147438103
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341147438471
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341147438757
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341147456101
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341147456526
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341147456594
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341147458796
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1341147459151
activated,perspective,com.android.ide.eclipse.ddms,15.0.1.v201111031820-219398,"com.android.ide.eclipse.ddms.Perspective",1341147460858
activated,perspective,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.JavaPerspective",1341147477572
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.perspectives.showPerspective",1341147477591
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.JavaPerspective",1341147477591
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1341147483915
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1341147484075
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1341147484109
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1341147487557
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1341147518745
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1341147519968
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1341147520135
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1341147520163
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1341147523239
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1341147525784
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1341147526652
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341147536370
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341147536989
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341147537040
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341147569125
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1341147569815
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341148708365
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341158262275
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341158266801
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341158402109
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341158403124
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341158404973
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1341158406127
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341158415430
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1341158420037
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.rename.element",1341158420603
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341158420630
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341158425300
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341158425937
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341158426023
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341158506102
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341158507250
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341159711563
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341159713377
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341159751320
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1341159756254
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1341159756926
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341159767040
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341159767158
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341159772334
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341159772443
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1341159782091
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1341159787413
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341159800513
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341159800687
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.showInformation",1341159808043
